"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsY:Est","GroupsY:SE","GroupsY:t.val","(Intercept):pval","Experiment3:pval","GroupsY:pval","(Intercept):pval.padj","Experiment3:pval.padj","GroupsY:pval.padj","Pathway"
"PWY-7237: myo-, chiro- and scillo-inositol degradation",7.24066981591584,0.764793979075707,10.5117195031744,-15.2987901327295,0.912489094098148,-18.3198313064906,-0.270538092265695,0.9087106551182,-0.365916916875215,5.42007510207755e-06,3.57881403331706e-10,0.644450087016653,0.00147851444772079,1.33179642829509e-07,1,"PWY-7237: myo-, chiro- and scillo-inositol degradation"
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",-8.36732028471608,0.873229370496214,-10.3329874187141,14.4407832129917,1.04186525917342,15.1422161437988,0.223323657679591,1.03755109878227,0.19246190093318,1.00215812614754e-06,2.02996895931478e-09,0.685963059723583,0.000329284664422289,7.1876377316096e-07,1,"PWY-7237: myo-, chiro- and scyllo-inositol degradation"
"PWY-7238: sucrose biosynthesis II",-8.35094036447127,0.813194645088574,-10.8856167919788,17.1850915705082,0.970236776601092,18.8793930957827,0.675540851883788,0.966219215755488,0.799912993402098,3.01976207551721e-07,7.36102785628058e-11,0.511397985885754,0.000102189790998287,2.67328409777334e-08,0.991505291470292,"PWY-7238: sucrose biosynthesis II"
"PWY-7242: D-fructuronate degradation",5.8102630326624,0.369451660599389,15.743570117746,-0.39715475118119,0.440799248316286,-0.901363765977501,0.380458155726325,0.438973984789365,0.867168557957024,2.82452131810869e-12,0.381265406610379,0.399410243395693,8.86567500394005e-10,1,1,"PWY-7242: D-fructuronate degradation"
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",8.80593757898737,0.156659417761121,56.4170848981675,0.0680892351403179,0.186913095690883,0.365468745304523,0.188327150237657,0.186139125096397,1.01579669462029,2.27148056654471e-22,0.722032370087361,0.338033268566488,9.04556379400302e-20,1,1,"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II"
"PWY-7254: TCA cycle VII (acetate-producers)",-5.47649443446938,1.90997463270323,-2.87304899747104,-3.76890313342445,2.27882419321882,-1.69650967675931,4.41582349891427,2.26938802766265,1.97517799808752,0.0156808963824435,0.15470692475593,0.0967677986795708,0.9267775325986,1,1,"PWY-7254: TCA cycle VII (acetate-producers)"
"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II",-10.892669898552,1.63526516119651,-6.82001488042431,7.66832775367634,1.95106351040291,4.06422577932984,5.92401762614646,1.94298453776889,3.13112909853886,1.69323871747982e-05,0.00472272554087145,0.0172153101434204,0.0053262326356955,0.403524891718733,0.811522545693861,"PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II"
"PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)",-6.59552755665429,1.81992323184797,-3.64328518070704,-3.48995128056938,2.17138228933774,-1.64120038460894,3.90857605695712,2.16239101970453,1.83194487342283,0.0037687318391718,0.180419977651432,0.127842010648909,0.539230013047015,0.998224914469616,1,"PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)"
"PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis",-6.82050587462566,1.38674896768255,-5.03520565716584,-0.910718294570811,1.65455448641409,-0.56236412307806,-0.723128617116742,1.64770329969158,-0.444538600539227,0.000419490444078189,0.589205248907691,0.632513156254816,0.092551357105718,1,1,"PWY-7312: dTDP-D-&beta;-fucofuranose biosynthesis"
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis",6.01542213360692,1.37055379913664,4.57285261797548,-4.95142024297193,1.63523174711495,-3.07946402268407,2.8027903522981,1.62846057207899,1.73200924389642,0.0019908737299497,0.00737784597178955,0.100177572878936,0.217158287618435,0.980193302795521,1,"PWY-7315: dTDP-N-acetylthomosamine biosynthesis"
"PWY-7316: dTDP-N-acetylviosamine biosynthesis",-4.84662414652427,2.1161135333672,-2.29056465079016,3.49593174917025,2.5247721267428,1.40068659715335,0.361263178541528,2.51431753886786,0.139411671767123,0.0389775083336219,0.205893000209676,0.826434413376551,1,1,1,"PWY-7316: dTDP-N-acetylviosamine biosynthesis"
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",5.48251509619088,0.240699016917718,22.8233739614954,0.537822641305731,0.287182213650536,1.87570423597834,0.392622756349353,0.285993048237576,1.37449404962731,4.07809622832501e-15,0.0801736388071578,0.191514930007873,1.35722685371668e-12,1,1,"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"
"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis",-3.43689548563274,1.66193613635257,-2.05525609317904,11.9174776187716,1.98288511808382,6.10968996521397,-0.469927198767972,1.97467437839237,-0.235238060396914,0.0595822443129917,1.82096812264118e-05,0.781512507664882,1,0.00605865970247589,1,"PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"
"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis",-0.306846054534722,1.88256242515671,-0.134127301328274,-7.37705488475713,2.24611820818795,-3.3325651738763,-1.10049508693784,2.23681747172295,-0.504799325239565,0.832352013298539,0.0073190684680853,0.628760654623747,1,0.782872456984522,1,"PWY-7332: superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"
"PWY-7345: superpathway of anaerobic sucrose degradation",-7.5135847312548,1.87543729443262,-4.04587351679178,6.27337899239522,2.23761708990297,2.85617699321944,-0.897911857754844,2.22835155490713,-0.40982611663395,0.00155400736002276,0.0217040599536582,0.685322725874434,0.324319320711461,0.896863787244001,1,"PWY-7345: superpathway of anaerobic sucrose degradation"
"PWY-7356: thiamine diphosphate salvage IV (yeast)",-8.10552927323057,0.866258714302884,-10.2224777809443,13.6586174021052,1.03354844715719,14.6057354733312,0.171870091070622,1.02926872505896,0.166382821120379,8.59241315352872e-06,9.65986840294645e-08,0.695402201488545,0.00255985107963329,3.27130849540309e-05,1,"PWY-7356: thiamine diphosphate salvage IV (yeast)"
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)",7.11961553197483,0.729010852086666,10.8131450974247,-15.1966978425593,0.869795618438611,-19.1173172610114,0.029142664972646,0.866193964796333,0.0537799966353251,9.85129867022557e-07,7.59524179660964e-11,0.723399674705603,0.000273354301358458,2.82939024032897e-08,1,"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)"
"PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)",-7.98648938261166,0.824226047602699,-10.3345340981945,15.6145456457364,0.983398536188833,17.1990979641936,0.10126983175931,0.979326475069426,0.0228458717346878,3.70041590907338e-07,1.02328568956389e-09,0.720530664083238,0.000125857979736316,3.60775449774705e-07,1,"PWY-7357: thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)"
"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II",-7.62072512707416,1.66550322544191,-4.60972712443315,0.91811505588975,1.98714107456459,0.472776665876797,1.31929520949421,1.97891271178924,0.676403339759509,0.000452836769633595,0.632613488097908,0.544249115297357,0.129618945081226,1,1,"PWY-7371: 1,4-dihydroxy-6-naphthoate biosynthesis II"
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",5.68887256210212,0.21752244035403,26.2092709580991,-0.107713126811301,0.259529834145071,-0.415558234821182,0.947100451786026,0.2584551718306,3.67110868442513,3.26136856209296e-16,0.687412401998646,0.00188769158552556,1.11400078058364e-13,1,0.676078555335427,"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)"
"PWY-7385: 1,3-propanediol biosynthesis (engineered)",-6.60204880098287,1.50229219858702,-4.45384870414745,-1.86758634076522,1.79241113929283,-1.09406182232809,0.702902970878531,1.78498911511676,0.400341759719494,0.00103034309732477,0.379678785113333,0.67256808571273,0.16795039894057,1,1,"PWY-7385: 1,3-propanediol biosynthesis (engineered)"
"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",0.516430718754607,1.57882922720614,0.362613327217448,-8.48584810091366,1.88372880891417,-4.62946145270539,-0.0993083455217775,1.87592865611751,-0.0390374228908642,0.710008976795762,0.00141583145092292,0.836774368458232,1,0.228608678322385,1,"PWY-7388: octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"
"PWY-7391: isoprene biosynthesis II (engineered)",-7.07333749931049,1.5415953251939,-4.64895901758614,1.80457007054667,1.83930438815977,1.01592370684249,-1.5985942226261,1.83168818820608,-0.911263011270539,0.000727483914210347,0.406159309530604,0.446597308535413,0.142739547628388,1,1,"PWY-7391: isoprene biosynthesis II (engineered)"
"PWY-7392: taxadiene biosynthesis (engineered)",-8.00389559277867,0.85241278128857,-10.0402095620007,15.6213193624116,1.01702862192472,16.6198199676029,-0.125828385049538,1.01281730519375,-0.14687666318483,2.5464084549686e-06,2.28955621753584e-09,0.703111713085837,0.000802452100858624,8.06950337425113e-07,1,"PWY-7392: taxadiene biosynthesis (engineered)"
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",9.89359817317659,0.185286085590355,53.5019453480705,-1.31180979069041,0.221068074559983,-5.945664503004,0.254329861109577,0.220152674874066,1.15871483079149,4.92999200049234e-22,1.30206933178743e-05,0.272560704660281,1.93822419075859e-19,0.00466617790618262,1,"PWY-7400: L-arginine biosynthesis IV (archaebacteria)"
"PWY-7456: &beta;-(1,4)-mannan degradation",-8.40908546432471,0.824595825432548,-11.0501041449189,15.1111330951423,0.983839724595395,16.7967700626281,0.707124689572544,0.979765836601033,0.803601083378329,6.27626033741779e-07,3.24214228174842e-09,0.513549118980949,0.000208891950159502,1.13622685220294e-06,0.999602755078745,"PWY-7456: &beta;-(1,4)-mannan degradation"
"PWY-7456: mannan degradation",5.35606181849212,0.780407185932128,7.58474326588614,-13.8366084196497,0.931117484710741,-16.1599807545608,0.463934352179139,0.927261909206444,0.524711994237119,0.000309933802256421,8.99191995515358e-09,0.589196200886242,0.0521205738560835,3.29289016660905e-06,1,"PWY-7456: mannan degradation"
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",5.20983476503083,0.727821987221694,7.69693193808232,-13.5629696950659,0.868377162941675,-16.7493203591008,0.6287628424338,0.864781382846353,0.876833162312788,3.25384979833748e-05,6.36300772488552e-10,0.48451967336651,0.00862800220896423,2.36161765348325e-07,0.994611464544811,"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)"
"PWY-7560: methylerythritol phosphate pathway II",-8.03213382661959,0.811460870799801,-10.6381725759553,17.1282890738042,0.968168180124895,19.2464500613171,0.301151833822366,0.964159184932963,0.277622143337977,1.39223517589375e-06,1.70468717409719e-09,0.678493540054643,0.000443945084001311,5.92744877396288e-07,1,"PWY-7560: methylerythritol phosphate pathway II"
"PWY-7616: methanol oxidation to carbon dioxide",-5.98109894212777,1.73907359559346,-3.45810716893482,0.609334786999944,2.07491917199834,0.294885769954353,-1.12562013170075,2.06632733727897,-0.578011631912773,0.00468438153029046,0.704952961660372,0.579141016202372,0.668589209766188,1,1,"PWY-7616: methanol oxidation to carbon dioxide"
"PWY-7663: gondoate biosynthesis (anaerobic)",8.55972035759443,0.171313753484345,50.116640249885,0.575335945583196,0.204397440356952,2.82256956877338,0.00386801816002167,0.203551070508763,0.0194376882328498,1.98102674489238e-21,0.0127533442367437,0.918481971286554,7.58069432587227e-19,0.996575526396886,1,"PWY-7663: gondoate biosynthesis (anaerobic)"
"PWY-7664: oleate biosynthesis IV (anaerobic)",2.59442678739937,2.06453503386719,1.28329618223637,-3.37125015429073,2.46323291543706,-1.3845720456597,-3.46773342328878,2.45303314940744,-1.41643897742656,0.238223375150032,0.208682624168524,0.192632986767446,1,1,1,"PWY-7664: oleate biosynthesis IV (anaerobic)"
"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis",-8.70483111806727,1.74093978326488,-5.06867441208006,5.29758083165455,2.077145753201,2.61621822936214,1.49521310471627,2.06854469864408,0.736501310664671,0.000255950511984902,0.038779670080869,0.502975053189423,0.0745009711997166,0.921943125886856,1,"PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis"
"PWY-7761: NAD salvage pathway II (PNC IV cycle)",-7.8866504622013,0.924127570094661,-8.82619329860851,11.87899016828,1.10259279274912,11.2246510782072,-0.0784045045671939,1.09802717151148,-0.093428646171129,1.56855893916445e-06,6.78333392612704e-08,0.755690283945059,0.000517033921830709,2.34557460667124e-05,1,"PWY-7761: NAD salvage pathway II (PNC IV cycle)"
"PWY-7790: UMP biosynthesis II",-8.12917894341679,0.841085806316607,-10.363844595426,18.5193855669828,1.00351420965969,20.0406419801438,0.27271967241931,0.999358853468332,0.284988872944339,8.74398228148041e-07,2.71286813571873e-10,0.661517513499822,0.000292694020911999,9.65301135786035e-08,1,"PWY-7790: UMP biosynthesis II"
"PWY-7791: UMP biosynthesis III",-8.06340177822837,0.831244929217764,-10.5220156815243,18.4371033100466,0.991772886800553,20.4109606910025,0.305520675065474,0.987666149132147,0.350281683881924,3.49175337999684e-06,2.15756122025405e-09,0.626319467418567,0.00105642143894792,7.5585546121387e-07,1,"PWY-7791: UMP biosynthesis III"
"PWY-7851: coenzyme A biosynthesis II (eukaryotic)",-8.02320088336867,0.840043192197451,-10.1321331804289,17.7323049381562,1.00227024848961,18.9910680569571,0.246871629825311,0.998120043298307,0.241980046310311,4.67274255261385e-07,4.38244857774077e-11,0.680056907329149,0.000159525266782113,1.59689348468348e-08,1,"PWY-7851: coenzyme A biosynthesis II (eukaryotic)"
"PWY-7883: anhydromuropeptides recycling II",-8.57026451687184,1.60463928211246,-5.44062447716153,8.08219818817552,1.9145232375635,4.32871192737152,1.33763795591614,1.906595571057,0.721347244587418,0.000198397652154979,0.00230154852438207,0.512318911244636,0.0520939913658844,0.288192317061328,1,"PWY-7883: anhydromuropeptides recycling II"
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",-8.18883642337415,0.844637014064668,-10.5244003362614,17.9402751934651,1.00775121783397,19.6868687781685,0.295549412534384,1.00357831701994,0.241140678422202,1.41291980995713e-05,1.18691559367298e-08,0.672724672877425,0.00407423687578565,4.07668582719258e-06,1,"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)"
"PWY-7977: L-methionine biosynthesis IV",-8.34246461580959,0.863007898802559,-10.4695203467173,17.135733124629,1.02966984223596,18.3565162023556,0.476332863132697,1.02540618068258,0.414317487214617,1.32622597102429e-06,1.03662177008187e-09,0.612063709231699,0.000425753879640929,3.6730213928201e-07,1,"PWY-7977: L-methionine biosynthesis IV"
"PWY-7992: superpathway of menaquinol-8 biosynthesis III",-8.71572838743176,1.40121132433701,-6.39912390502977,0.878286600253613,1.67180977749012,0.548808403493101,1.51070892509581,1.66488713998006,0.962872705116775,9.97717759055328e-05,0.582556140354751,0.43672179003611,0.0212654473787409,1,1,"PWY-7992: superpathway of menaquinol-8 biosynthesis III"
"PWY-8004: Entner-Doudoroff pathway I",-7.89118426669694,0.830785644534105,-10.1428525564644,16.3110781009606,0.99122490619873,17.879416283797,-0.134532946628085,0.987120437610885,-0.212048476333126,1.19158867494841e-06,8.04958462283865e-10,0.687430077122228,0.000390079279932263,2.84306103436372e-07,1,"PWY-8004: Entner-Doudoroff pathway I"
"PWY-801: homocysteine and cysteine interconversion",-8.11708454511673,0.843548096558377,-10.0625310484607,12.3822994247824,1.00645201128155,12.9780690729348,0.0532537838956329,1.00228449022791,0.0307685002068953,2.54757397287128e-07,1.36036034773204e-08,0.73039450042324,8.71392869276552e-05,4.72325069633106e-06,1,"PWY-801: homocysteine and cysteine interconversion"
"PWY-8073: lipid IVA biosynthesis (P. putida)",-7.91775397521187,0.864068208551114,-9.64725967535497,12.5486828891198,1.03093491637147,12.9480330673318,-0.117747277976164,1.02666601639337,-0.158833426749983,5.29557622962543e-07,9.41105698592039e-09,0.722008438574121,0.000180866095577856,3.29802762655863e-06,1,"PWY-8073: lipid IVA biosynthesis (P. putida)"
"PWY-8131: 5'-deoxyadenosine degradation II",-9.74169870238008,1.50879944077611,-6.60644582054072,3.15175339638592,1.80017504394252,1.82654211345472,3.45728562737164,1.79272087095486,1.99316784246346,2.94020752706226e-05,0.174179934334009,0.130045189614076,0.00909066596381232,0.990440475613305,0.984319473681405,"PWY-8131: 5'-deoxyadenosine degradation II"
"PWY-8178: pentose phosphate pathway (non-oxidative branch) II",-8.22840304068735,0.87689395211807,-10.0335410658692,15.6023349141166,1.04623753570261,16.1593072324448,0.499008771143968,1.04190527056898,0.478398044167003,1.0966330844242e-06,1.99963318870558e-08,0.596969150032979,0.00035838109946983,6.85226919615094e-06,1,"PWY-8178: pentose phosphate pathway (non-oxidative branch) II"
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",-7.95168787832752,0.846835256040334,-10.1914615483017,16.4736256375332,1.01037397884395,17.9838081275009,0.00639270307286631,1.00619021768923,-0.0064249959909229,2.38004278087234e-06,1.47149574662902e-09,0.750541513772021,0.000756257519217681,5.19801998640221e-07,1,"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)"
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",3.45061958487171,1.82139520174229,1.93072222502714,-6.61041555454595,2.17313852240461,-3.06228950991346,-3.09908368582523,2.16413998055355,-1.44648824544246,0.0838507205722498,0.00949245934116135,0.190694402849788,1,0.935179134468507,1,"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)"
"PWY-841: superpathway of purine nucleotides de novo biosynthesis I",8.77928641105352,0.20366820986451,43.2014949055695,0.596305272358477,0.243000109049579,2.45877278904525,0.26568644049757,0.241993893095763,1.10072483055271,2.87721347993098e-20,0.0260201205039418,0.29416127314094,1.07196993641312e-17,1,1,"PWY-841: superpathway of purine nucleotides de novo biosynthesis I"
"PWY-922: mevalonate pathway I",1.24881816029605,1.60816817226071,0.819199125141132,-8.93380363391482,1.91873361821849,-4.76591095173442,-0.903597244828505,1.91078851734868,-0.466736039822809,0.45710213938036,0.00106083831523086,0.650052241891595,1,0.17606653811717,1,"PWY-922: mevalonate pathway I"
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)",-7.93767657117829,0.867694006320457,-9.59364947277713,15.1923645685864,1.0352609192068,15.5584929055992,-0.0681219439711178,1.03097410609654,-0.0859755727457868,4.01631458988097e-07,5.58146111250991e-10,0.731596612787535,0.000138627499103884,1.99341116469402e-07,1,"PWY-922: mevalonate pathway I (eukaryotes and bacteria)"
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",-7.93642904537973,0.884296049725992,-9.51828745093549,15.3332648522553,1.05506910802859,15.5969371787295,-0.0985663877052105,1.0507002730802,-0.128856886099657,2.55452537928878e-06,2.89692050680993e-09,0.723727722119191,0.000824833820606429,1.02050524948104e-06,1,"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)"
"PWY0-1061: superpathway of L-alanine biosynthesis",0.659176017314794,2.11002159768828,0.340554233697237,-4.8699681260553,2.51750373156574,-1.96740400569717,-3.23880577270732,2.50707924069452,-1.3046052289011,0.733256178333083,0.0945578845982811,0.239246394177263,1,0.998136095728019,1,"PWY0-1061: superpathway of L-alanine biosynthesis"
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",-4.823045603346,1.56190834013015,-3.07827174865257,3.35860693387065,1.86354020212366,1.81860060512239,8.78233074495837,1.85582364640157,4.78148261720293,0.00774706427268383,0.101107217781604,0.000185235519425053,0.944412314974102,1,0.077130288425481,"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"
"PWY0-1261: anhydromuropeptides recycling",5.68501560161422,1.35122397343794,4.37290002230724,-13.2157317775235,1.6121689934539,-8.47113850949557,-1.40915569972926,1.60549331677291,-0.878490849601857,0.00239601131711729,9.15002331665533e-06,0.459284267647522,0.254392501272163,0.00314780437657226,1,"PWY0-1261: anhydromuropeptides recycling"
"PWY0-1261: anhydromuropeptides recycling I",-8.27294514157323,0.905526451121281,-9.54903989994876,12.2895588509761,1.08039947184753,11.9915826123511,0.403988380088126,1.07592574881375,0.35499978063015,1.16071197687855e-06,4.72047044095949e-08,0.646029312879663,0.000373842596935963,1.62308288986794e-05,1,"PWY0-1261: anhydromuropeptides recycling I"
"PWY0-1296: purine ribonucleosides degradation",9.98627255877939,0.176114241366266,56.8283652550275,-0.417699130901684,0.210124986543832,-1.99207982419101,0.356862122389649,0.209254900046411,1.71044294827763,1.63791598743523e-22,0.0667730876878588,0.112383656265276,6.5502398889869e-20,1,1,"PWY0-1296: purine ribonucleosides degradation"
"PWY0-1297: superpathway of purine deoxyribonucleosides degradation",-1.40191480503595,1.91871104855516,-0.715994568685607,5.1780695386877,2.28924776401632,2.27107638417001,-1.92980333197346,2.27976843649091,-0.844041732877313,0.490652633042269,0.0414616713624193,0.430151663374182,1,1,1,"PWY0-1297: superpathway of purine deoxyribonucleosides degradation"
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation",2.83910459343573,1.85790786353018,1.57104712796915,-0.59776890471784,2.21670241881266,-0.276377320199157,-5.47743717421447,2.20752348738174,-2.50022391341254,0.154680876814094,0.759673614695965,0.0270433903621218,1,1,1,"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation"
"PWY0-1319: CDP-diacylglycerol biosynthesis II",9.4231219902561,0.176603865672568,53.4739732143442,-0.214645678491387,0.21070916588092,-1.02050518119942,0.452640217362933,0.209836660411051,2.16274365984902,5.13724955594399e-22,0.331714314737954,0.048755228324127,2.01848651668132e-19,1,1,"PWY0-1319: CDP-diacylglycerol biosynthesis II"
"PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III",-5.61808524260276,1.42372646488006,-4.00463476030795,-1.78108265518321,1.69867298609233,-1.08346105303839,-1.30389324555156,1.69163911328623,-0.803576420976821,0.00207630079370751,0.398096704644107,0.478177435542219,0.332798637406694,1,1,"PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III"
"PWY0-1477: ethanolamine utilization",-7.93125120673039,0.847972180612372,-10.0014218523101,11.1021625065541,1.01173046346749,11.8052971508266,0.093517598178971,1.0075410853751,0.111908886237229,5.09322953410989e-06,2.33609381661753e-07,0.727341906888343,0.00150165092844319,7.89852234329436e-05,1,"PWY0-1477: ethanolamine utilization"
"PWY0-1479: tRNA processing",-2.32179574107989,2.23668561353363,-1.02918769892701,1.0764721968427,2.66862878777138,0.406454281929161,2.59149312827825,2.65757851758192,0.981679417888107,0.334080125077759,0.689074161560522,0.362569131685592,1,1,1,"PWY0-1479: tRNA processing"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",6.429153839968,0.195579037921448,32.9501170024359,2.24990858532886,0.233348776298176,9.66530030157404,-0.984679992526285,0.232382524626796,-4.24620812367476,4.69741156250092e-18,1.28613447356549e-08,0.000533042793582725,1.67588387899782e-15,4.55854748056144e-06,0.22156335615334,"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)"
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",5.15710792612351,1.0743168716321,5.02767971355813,-1.32272366972009,1.28178627943002,-1.02851035326097,2.67804717689751,1.27647865298989,2.14286461870955,0.00133521317938186,0.317128033062032,0.0491026925962117,0.138817715890719,1,1,"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis"
"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)",8.47294619823129,0.298705900146908,28.3958693035036,-0.932596720855396,0.356391242196015,-2.61969056409773,-0.20675349879262,0.354915495723717,-0.582987960182816,6.05577119509307e-17,0.0177749133553934,0.570323860285902,2.10948055794494e-14,1,1,"PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",-7.6141394911873,1.32667644147016,-5.89840142018089,0.667941412499843,1.58288090303942,0.4770441611619,-0.577060713771157,1.57632650261607,-0.414111748356224,0.000207284812986213,0.610174269632557,0.646846862155874,0.0493328335299899,1,1,"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"
"PWY0-781: aspartate superpathway",2.27412054835444,1.63514991787958,1.45444085863579,-8.26073144094654,1.95092601158266,-4.33728631693302,-4.05378322474507,1.94284760830438,-2.1201193122815,0.205131265308382,0.00189542180762424,0.0848886594271527,1,0.284807598439426,0.997735371957041,"PWY0-781: aspartate superpathway"
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",-9.20169627803263,1.69572003006609,-5.50690206768736,4.24414790589861,2.02319327349976,2.1252312308661,8.57545070126305,2.01481562561552,4.35684729472454,9.84748555283264e-05,0.0749422475328424,0.00202464597086205,0.0296341426216291,0.996087465468354,0.321779984970457,"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"
"PWY0-862: (5Z)-dodec-5-enoate biosynthesis",0.862040921179155,1.65583909538893,0.578239806971716,-8.86179068566458,1.97561063170212,-4.62361962169093,-0.298386823896408,1.96743001423688,-0.156657800803605,0.58486466253936,0.00182939074231121,0.793929026750115,1,0.228996635306808,1,"PWY0-862: (5Z)-dodec-5-enoate biosynthesis"
"PWY0-862: (5Z)-dodecenoate biosynthesis I",-6.13164901579667,1.59073909458126,-3.91728907740941,6.39687927963374,1.89793868031651,3.46826110189707,-3.941401705698,1.89007968721989,-2.14872531720049,0.00317937666296448,0.00956324210045927,0.0989284790675518,0.421261541481834,0.657248390873553,0.97655779470977,"PWY0-862: (5Z)-dodecenoate biosynthesis I"
"PWY1ZNC-1: assimilatory sulfate reduction IV",-8.158769121205,1.54792970517338,-5.37230130671235,9.46480567857448,1.84686204787897,5.25586629656617,0.276387044720683,1.83921455313364,0.154282496227631,0.000406558930199166,0.000438303602250603,0.788499199651938,0.0603746652156587,0.0927816777301783,1,"PWY1ZNC-1: assimilatory sulfate reduction IV"
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",6.17496496176999,0.26414142905639,23.403427243341,2.17634230749564,0.315151766237423,6.91409388292655,-0.489349942897673,0.313846784374239,-1.56062551939132,2.1531318648947e-15,1.6108387865336e-06,0.139402823962702,7.20936282092553e-13,0.000552874029865822,1,"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)"
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",6.17705272113463,0.263784014162997,23.4451188066116,2.17456082952261,0.31472532826692,6.91838569714217,-0.490493194274908,0.313422112200019,-1.56621733390434,2.11432937320778e-15,1.60100118944948e-06,0.138355565316731,7.08392502837262e-13,0.000549706985692973,1,"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)"
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",-0.516076182217955,1.86267721574201,-0.258162072411278,2.07176714216113,2.22239281648612,0.932163613610198,-4.25525330580896,2.2131903222307,-1.93806296905349,0.786499159901305,0.386120821162089,0.0831299478357828,1,1,1,"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)"
"PWY66-367: ketogenesis",-3.77161879726358,1.62265820085527,-2.3295616805593,-3.49710381277108,1.93602192517102,-1.87367653887391,-1.62622170818263,1.92800523680135,-0.853020111246422,0.0427245411149552,0.136400656722491,0.453369995355427,1,0.99560980324283,1,"PWY66-367: ketogenesis"
